EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0.1,Neighborhood Density 2.0.1,DominantTranslation,SignBankID.1,Neighborhood Density
boxing,boxing,F_03_050,,3.115,1.84,-0.658,27,0,3.571,2.174,-0.401,14,0,,,6.844,0.767,0.632,32,,2.569,Verb,534,1568,1034,2035,,,,,,,,,,0,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,208,1222,173,2010,1215,1030,0,1391,812,934,2276,,,,,,8,14,8,14,,,19
boy,boy,B_02_090,,6.16,1.143,0.949,25,0,6,1.109,0.798,14,0,,,1.333,2.045,-0.684,30,,4.432,Noun,434,868,434,1435,2,1.07,31,-0.48,1.86,0.99,22,-0.53,Arbitrary,0,0,0,1,flat_o,0,imrp,Flat,1,0,0,Open,1,OneHanded,None,Head,Forehead,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,23,1068,725,107,0,416,1222,415,532,1215,1030,839,1391,812,1790,2276,3,1,0,-0.18,BOY,9,2,9,2,,BOY,2
boyfriend,boyfriend,G_02_058,,5.407,1.309,0.634,27,0,5.833,1.193,0.887,12,0,,,1.903,1.7,-0.838,31,,3.566,Noun,501,1301,801,1702,,,,,,,,,Arbitrary,0,0,1,2,flat_o,0,imrp,Flat,1,0,0,Open,1,OneHanded,None,Head,HeadAway,,0,,0,bent_1,1,i,Bent,0,,,Closed,0,SymmetricalOrAlternating,Other,Neutral,Neutral,Neutral,1,bent_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,179,0,416,1222,415,532,1509,1030,839,1391,812,1790,2276,,,,,BOYFRIEND,9,0,9,0,,BOYFRIEND,3
bra,bra,A_03_028,,3.24,1.535,-0.419,25,0,3.267,1.387,-0.353,15,0,1,1,6.19,2.153,1.22,21,,2.747,Noun,267,1001,734,1335,4.81,1.91,31,0.71,4.84,2.14,19,0.73,,0,0,0,1,l,0,i,FullyOpen,0,,,Open,0,SymmetricalOrAlternating,Straight,Body,TorsoMid,TorsoMid,1,l,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,15,20,1245,712,1051,2010,1215,1694,0,0,1756,1790,2276,,,,,BRA,2,2,2,2,bra,BRA,0
bra_2,bra_2,K_01_090,,4.08,1.891,-0.161,27,0,3,0.816,-0.452,11,0.09,,,4.84,1.65,0.546,25,BRA,2.747,Noun,567,2402,1835,2903,,,,,,,,,,0,0,0,1,curved_l,1,i,Curved,0,,,Open,0,OneHanded,Straight,Body,TorsoMid,TorsoMid,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,256,15,20,1245,712,579,2010,1509,1694,0,0,1756,1790,2276,,,,,,4,1,4,1,,,0
bra_3,bra_3,K_02_039,,4.28,1.99,0.059,25,0,3.091,1.7,-0.239,11,0,,,4.875,2.071,0.539,24,BRA,2.747,Noun,601,1502,901,2002,,,,,,,,,,0,0,0,1,c,0,imrp,Curved,0,0,0,Open,0,OneHanded,Straight,Body,TorsoMid,TorsoMid,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,256,15,20,1245,1222,579,2010,1509,1694,839,1391,1756,1790,2276,,,,,,7,8,7,8,,,2
bracelet,bracelet,A_03_024,,3.48,1.584,-0.264,25,0,3.4,0.91,-0.268,15,0,1,0,6.571,2.153,1.405,21,,2.601,Noun,400,1001,601,1101,5.58,1.54,31,1.13,5.42,1.71,19,1.07,,0,0,0,1,curved_l,1,i,Curved,0,,,Open,0,OneHanded,Straight,Arm,WristBack,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,71,11,0,1245,712,579,2010,1215,1694,0,0,1756,1790,2276,,,,,BRACELET,1,5,1,5,bracelet,BRACELET,3
brag,brag,B_03_011,,3.72,1.568,-0.557,25,0,3.571,1.828,-0.618,14,0,,,3.355,1.78,-0.19,31,,2.255,Verb,334,934,601,1635,1.58,0.99,31,-0.7,1.64,1.14,22,-0.64,Arbitrary,0,0,0,1,a,0,t,,,,,Open,,SymmetricalOrAlternating,Straight,Body,Waist,BodyAway,1,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,6,86,1245,156,0,0,1215,1694,0,0,0,1790,2276,3,1,0,-0.17,BRAGa,13,6,13,6,,BRAGa,0
braids,braids,K_03_125,,3.48,2.163,-0.385,25,0,2.727,1.489,-0.612,11,0,,,3.615,1.577,-0.19,26,BRAIDS,1.613,Noun,567,1568,1001,2069,,,,,,,,,,0,0,0,1,r,1,im,Crossed,0,0,0,Closed,0,SymmetricalOrAlternating,Straight,Head,Other,HeadAway,1,r,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,725,67,342,1245,381,32,2010,1509,1694,839,1391,1756,934,448,,,,,,3,0,3,0,,,0
braille,braille,F_01_078,,2.148,1.512,-1.159,27,0,1.929,1.73,-1.295,14,0,,,4.226,1.875,0.229,31,,1.462,Noun,400,1568,1168,2102,,,,,,,,,,0,0,0,1,y,1,imr,FullyOpen,0,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,FingerFront,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,30,1245,6,1051,2010,1215,1694,839,1391,1756,1790,2276,,,,,BRAILLE,3,1,3,1,,BRAILLE,0
brainstorm,brainstorm,J_01_103,,4.167,1.821,0.014,30,0,4.2,1.781,-0.018,15,0,1,1,3.708,1.488,0.228,24,,1.613,Verb,534,2002,1468,2436,,,,,,,,,Arbitrary,0,0,1,2,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,None,Head,Forehead,,1,,0,s,0,imrp,FullyClosed,1,,1,Closed,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,107,0,416,712,1051,2010,1509,1694,0,0,1756,934,2276,,,,,BRAINSTORM,62,49,62,49,brainstorm,BRAINSTORM,45
brainwash,brainwash,E_01_030,,3.743,2.147,-0.262,35,0,3,1.927,-0.661,15,0,1,1,4.64,2.196,0.376,25,,1.362,Verb,501,1935,1435,2569,,,,,,,,,,0,0,1,2,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,None,Head,Forehead,,1,,0,a,0,t,,,,,Open,,AsymmetricalSameHandshape,Circular,Hand,FingerBack,FingerBack,1,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,107,0,416,712,1051,2010,1509,1694,0,0,1756,934,2276,,,,,,62,49,62,49,brainwash,,45
brave,brave,B_03_050,,4.522,1.238,-0.083,23,0,4.583,0.996,-0.078,12,0,1,1,2.533,1.948,-0.161,30,,3.209,Adjective,367,834,467,1435,2.03,1.35,31,-0.44,1.86,1.25,22,-0.48,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,1,1,1,Open,1,SymmetricalOrAlternating,Straight,Body,Shoulder,BodyAway,1,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,22,86,1245,1222,579,532,1509,1694,554,194,812,1790,2276,4,2,0,-0.19,BRAVE,5,5,5,5,brave,BRAVE,1
bread,bread,A_02_058,,5.259,1.43,0.755,27,0,5.308,1.377,0.794,13,0,,,1.433,2.074,-0.783,30,,3.16,Noun,400,1001,601,1335,1.94,1.18,31,-0.7,1.74,1.05,19,-0.73,Arbitrary,0,0,0,1,open_e,1,imrp,Bent,0,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,23,476,682,66,298,1245,1222,253,2010,1215,1694,839,1391,1756,1790,448,,,,,BREAD,1,0,1,0,,BREAD,0
break,break,D_01_069,,5.148,1.406,0.252,27,0,5.375,1.408,0.396,16,0,,,5.967,2.045,1.553,30,,4.052,Verb,667,1468,801,2269,4.46,1.53,26,0.7,4.17,1.65,18,0.6,Pantomimic,0,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,21,939,989,990,818,634,1222,173,2010,1509,1694,0,1391,812,934,448,5,2,1,-0.22,BREAK,21,10,21,10,,BREAK,10
break_down,break_down,F_01_030,,5.037,1.372,0.411,27,0,5,1.519,0.347,14,0,,,4.323,1.72,0.283,31,,,Verb,467,1535,1068,2035,,,,,,,,,,0,0,0,1,c,0,imrp,Curved,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,579,2010,1509,1694,839,1391,1756,1790,2276,,,,,BREAKDOWN,15,11,15,11,,BREAKDOWN,11
breakdown,breakdown,B_01_064,,4.333,1.903,-0.18,24,0,3.846,1.625,-0.437,13,0,,,3.741,2.016,0.408,27,,2.573,Verb,501,1001,501,1835,3.13,1.88,31,0.11,2.73,1.72,22,-0.06,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,579,2010,1509,1694,554,1391,1756,1790,2276,4,2,0,-0.18,COLLAPSE,33,11,33,11,,COLLAPSE,15
breakfast_1,breakfast,F_01_073,,6.037,1.4,0.983,27,0,6.429,0.938,1.152,14,0,1,1,2.581,2.126,-0.497,31,,3.529,Noun,601,1668,1068,2302,,,,,,,,,Arbitrary,0,0,1,2,o,0,imrp,Curved,0,0,0,Open,1,OneHanded,Straight,Head,Mouth,,1,,0,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Straight,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,18,1068,725,126,0,1245,1222,579,2010,1509,1694,839,1391,812,1790,2276,,,,,EAT-MORNING,16,11,16,11,breakfast,EAT-MORNING,8
breakfast_2,breakfast,J_01_053,,4.679,2.161,0.311,30,0,4.643,2.17,0.155,15,0.07,1,1,1.583,1.018,-0.708,24,breakfast,3.529,Noun,667,1668,1001,2135,,,,,,,,,Arbitrary,1,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,OneHanded,Circular,Head,Chin,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,101,342,208,1222,1051,2010,1215,1694,839,1391,1756,934,2276,,,,,BREAKFAST,3,4,3,4,breakfast,BREAKFAST,2
breaktime,breaktime,J_01_047,,5.414,1.268,0.706,30,0,5.429,1.399,0.629,15,0.07,,,2.625,1.61,-0.246,24,,,Noun,501,1368,868,1869,,,,,,,,,Arbitrary,0,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,Hand,Other,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,67,0,1245,1222,1051,2010,1509,1694,839,1391,1756,934,2276,,,,,BREAKTIME,8,0,8,0,,BREAKTIME,0
breathe,breathe,D_03_051,,4.038,1.371,-0.056,26,0,4.313,1.302,0.061,16,0,,,5.391,2.009,1.201,23,,3.394,Verb,567,1602,1034,2336,5.81,1.1,26,1.39,5.61,1.09,18,1.32,,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,BackAndForth,Body,TorsoTop,BodyAway,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,87,86,72,1222,1051,2010,1509,1694,554,1391,1756,1790,2276,,,,,BREATHE,0,1,0,1,,BREATHE,2
brick,brick,H_02_085,,4.679,1.307,0.333,28,0,4.786,1.188,0.383,14,0,1,1,3.913,1.474,0.288,23,,2.716,Noun,467,1268,801,1835,,,,,,,,,Arbitrary,0,0,0,1,f,1,i,Curved,1,,,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,f,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,712,579,532,1509,1694,0,0,812,1790,2276,,,,,BRICK,22,6,22,6,card,BRICK,6
bridesmaid,bridesmaid,A_03_016,,3,1.956,-0.474,24,0,2.8,1.859,-0.577,15,0,1,1,2.333,1.821,-0.619,30,,2.1,Noun,767,1401,634,1969,2.79,1.47,31,-0.3,2.44,1.34,19,-0.42,Arbitrary,0,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,0,1245,1222,173,2010,1215,1694,0,1391,812,934,2276,,,,,BRIDESMAID,38,16,38,16,bridesmaid,BRIDESMAID,9
bridge,bridge,A_03_081,,4.2,1.658,0.115,25,0,4.333,1.345,0.215,15,0,,,3.286,2.153,-0.142,21,,3.368,Noun,1201,1735,534,2803,4.13,1.96,31,0.4,3.95,2.04,19,0.35,Arbitrary,0,0,0,1,h,1,im,FullyOpen,0,0,0,Closed,0,OneHanded,Curved,Arm,ForearmFront,ForearmFront,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,71,3,1,634,381,1051,2010,1509,1694,839,1391,1756,934,2276,,,,,BRIDGE,0,1,0,1,,BRIDGE,0
bridge_2,bridge_2,K_01_018,,4.52,1.851,0.043,27,0,4.111,2.028,-0.121,11,0.18,,,2.833,1.659,-0.41,24,BRIDGE,3.368,Noun,667,1768,1101,2436,,,,,,,,,,0,0,0,1,curved_v,1,im,Curved,0,1,0,Closed,0,OneHanded,Curved,Arm,ForearmFront,ElbowBack,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,71,3,7,634,381,579,2010,1509,1694,554,1391,1756,934,2276,,,,,,0,2,0,2,,,0
bright,bright,F_03_028,,5.63,1.182,0.757,27,0,5.643,1.151,0.745,14,0,,,5.531,1.565,0.317,32,,3.355,Adjective,601,1368,767,2069,,,,,,,,,,0,0,0,1,o,0,imrp,Curved,1,0,1,Open,1,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,o,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,579,532,1509,1694,839,194,812,1790,2276,,,,,BRIGHT,7,8,7,8,,BRIGHT,7
bring,bring,F_03_004,,6.185,1.039,1.037,27,0,6.286,0.914,1.07,14,0,,,5.156,1.919,0.2,32,,4.222,Verb,434,1301,868,1935,,,,,,,,,Pantomimic,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,26,939,989,990,818,1245,1222,1051,2010,1509,1030,839,1391,1756,1790,2276,,,,,BRING,41,24,41,24,,BRING,37
brother,brother,B_01_065,,5.48,1.418,0.533,25,0,5.357,1.646,0.43,14,0,,,1.074,2.016,-0.877,27,,4.161,Noun,434,1001,567,1635,1.55,0.85,31,-0.71,1.41,0.73,22,-0.75,Arbitrary,0,0,1,2,a,0,t,,,,,Open,,OneHanded,None,Head,Forehead,,1,,0,l,0,i,FullyOpen,0,,,Open,0,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,,1,l,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,19,1068,725,107,0,416,156,0,0,1509,1694,0,0,0,1790,2276,2,1,-1,-0.18,BROTHER,13,12,13,12,,BROTHER,12
brown,brown,D_03_045,,4.923,1.412,0.425,26,0,5.125,1.31,0.483,16,0,,,1.24,2.009,-0.849,25,,3.487,Adjective,501,1268,767,2002,1.04,0.2,26,-1.07,1,0,18,-1.06,Arbitrary,1,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,OneHanded,Straight,Head,Chin,Chin,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,1068,725,101,23,1245,1222,1051,2010,1509,1694,839,1391,1756,934,2276,,,,,BROWN,8,9,8,9,,BROWN,4
brush,brush,A_01_072,,3.733,2.258,-0.179,30,0,4.056,2.261,0.005,18,0,,,6.622,2.048,1.711,37,,2.859,Noun,467,1301,834,2169,5.71,1.74,31,1.21,5.16,1.98,19,0.94,Pantomimic,0,0,0,1,baby_o,1,i,Bent,0,,,Open,1,OneHanded,Straight,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,16,1068,725,179,342,1245,712,253,2010,1215,1030,0,0,812,1790,2276,,,,,BRUSH-HAIRs,17,10,17,10,,BRUSH-HAIRs,10
bubbles,bubbles,E_02_052,,2.393,1.595,-1.098,32,0,2.308,1.182,-1.151,15,0.13,1,1,4.419,2.078,-0.005,31,,2.486,Noun,567,1568,1001,2202,,,,,,,,,Both,0,0,0,1,s,0,imrp,FullyClosed,1,,1,Closed,1,SymmetricalOrAlternating,Straight,Head,Mouth,HeadAway,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,19,939,725,126,342,1245,1222,173,532,1215,1694,0,194,812,934,2276,,,,,BALLOONcc,15,0,15,0,blow_baloon,BALLOONcc,3
buckle_1,buckle_1,K_02_056,,4.76,1.69,0.327,25,0,4.182,1.662,0.325,11,0,,,4.292,1.601,0.275,24,BUCKLE,2.412,Noun,534,1702,1168,2236,,,,,,,,,,0,0,0,1,h,1,im,FullyOpen,0,0,0,Closed,0,DominanceViolation,Curved,Hand,HandAway,FingerBack,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,682,96,19,634,381,1051,2010,1509,1694,839,1391,1756,934,2276,,,,,,12,0,12,0,,,0
buckle_2,buckle_2,K_03_073,,3.44,1.805,-0.396,25,0,3.091,1.514,-0.391,11,0,,,2.192,1.386,-0.846,26,BUCKLE,2.412,Noun,534,1635,1101,2236,,,,,,,,,,0,0,0,1,h,1,im,FullyOpen,1,0,0,Closed,0,AsymmetricalDifferentHandshape,Curved,Hand,HandAway,PalmBack,1,Lax,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,96,21,634,381,1051,532,1509,1694,839,1391,1756,934,2276,,,,,,12,0,12,0,,,0
budget,budget,E_01_099,,4.286,1.564,-0.012,35,0,4.467,1.598,0.096,15,0,1,1,1.6,1,-0.9,25,,2.711,Noun,534,1535,1001,2102,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Other,Hand,Palm,Palm,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,210,48,45,1222,1051,2010,1509,1694,839,1391,1756,1790,2276,,,,,,5,16,5,16,budget,,6
buffalo,buffalo,F_03_033,,3.192,2.04,-0.562,27,0,3.308,2.287,-0.5,14,0.07,,,4,1.934,-0.06,32,,2.784,Noun,567,1335,767,1902,,,,,,,,,,0,0,0,1,y,1,p,FullyOpen,0,,,Open,0,OneHanded,None,Head,Forehead,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,107,0,416,90,1051,2010,1215,1694,0,0,1756,1790,448,,,,,BUFFALO,1,1,1,1,,BUFFALO,1
bug,bug,B_01_067,,4.36,1.411,-0.149,25,0,4.214,1.369,-0.241,14,0,1,1,2.963,2.016,0.055,27,,3.029,Noun,934,1335,400,2302,1.94,1.15,31,-0.5,1.77,1.11,22,-0.55,Arbitrary,0,0,0,1,3,1,im,FullyOpen,1,1,0,Open,0,OneHanded,None,Head,CheekNose,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,19,1068,725,96,0,416,381,1051,532,1215,1694,554,1391,1756,1790,2276,4,1,0,-0.18,BUG,3,1,3,1,bug,BUG,1
