Code,MajorLocation,SignType,Movement,ThumbPosition
A_03_042,Hand,AsymmetricalSameHandshape,Straight,Open
E_02_75,Hand,AsymmetricalSameHandshape,Straight,Open
G_02_80,Neutral,SymmetricalOrAlternating,Straight,Open
D_01_015,Head,OneHanded,Circular,Open
D_03_094,Head,OneHanded,None,Open
E_03_22,Neutral,SymmetricalOrAlternating,Straight,Closed
G_02_23,Head,OneHanded,Straight,Closed
C_01_053,Body,OneHanded,Straight,Open
A_03_018,Head,OneHanded,Curved,Open
C_02_074,Neutral,SymmetricalOrAlternating,Straight,Open
H_03_21,Neutral,SymmetricalOrAlternating,Straight,Open
A_01_049,Head,OneHanded,Curved,Open
C_02_028,Head,OneHanded,Straight,Open
H_02_19,Head,OneHanded,Straight,Closed
B_02_076,Head,OneHanded,Circular,Closed
C_03_031,Hand,AsymmetricalSameHandshape,Straight,Open
E_03_75,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_03_059,Hand,AsymmetricalSameHandshape,Straight,Closed
E_02_92,Neutral,SymmetricalOrAlternating,Straight,Closed
J_02_055,Neutral,AsymmetricalSameHandshape,Curved,Open
B_03_023,Neutral,AsymmetricalSameHandshape,Circular,Open
B_03_014,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_02_015,Head,SymmetricalOrAlternating,Circular,Closed
H_01_11,Neutral,SymmetricalOrAlternating,Straight,Closed
F_01_2,Neutral,OneHanded,Straight,Open
E_02_50,Neutral,SymmetricalOrAlternating,Circular,Closed
F_03_91,Neutral,SymmetricalOrAlternating,Other,Open
J_01_033,Neutral,SymmetricalOrAlternating,Curved,Open
H_01_29,Neutral,SymmetricalOrAlternating,Straight,Open
B_01_063,Arm,OneHanded,Straight,Open
D_01_051,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_02_87,Neutral,OneHanded,BackAndForth,Open
B_01_055,Head,OneHanded,Straight,Open
C_03_050,Head,OneHanded,Straight,Open
F_02_79,Head,OneHanded,Straight,Open
J_01_030,Head,SymmetricalOrAlternating,None,Open
D_01_058,Neutral,OneHanded,Straight,Open
B_02_015,Neutral,SymmetricalOrAlternating,Circular,Closed
D_01_020,Neutral,OneHanded,None,Open
G_03_74,Neutral,OneHanded,Straight,Closed
D_01_024,Head,OneHanded,Curved,Open
D_02_065,Neutral,OneHanded,Straight,Closed
D_03_013,Neutral,OneHanded,Curved,Open
J_03_041,Body,SymmetricalOrAlternating,None,Open
F_01_52,Neutral,OneHanded,Straight,Open
E_02_81,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_03_16,Neutral,OneHanded,Straight,Open
E_01_11,Neutral,SymmetricalOrAlternating,Curved,Open
G_02_3,Body,SymmetricalOrAlternating,Straight,Closed
D_03_036,Neutral,OneHanded,Straight,Open
D_01_034,Body,AsymmetricalSameHandshape,Straight,Open
E_03_42,Neutral,OneHanded,BackAndForth,Closed
B_02_056,Neutral,SymmetricalOrAlternating,Straight,Open
D_01_057,Hand,AsymmetricalDifferentHandshape,Straight,Open
C_02_080,Neutral,OneHanded,Straight,Open
A_03_044,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_047,Neutral,SymmetricalOrAlternating,Straight,Open
C_02_078,Neutral,SymmetricalOrAlternating,Curved,Closed
B_02_024,,,,Closed
H_01_59,Neutral,OneHanded,None,Closed
H_02_70,,,,Open
K_03_036,Arm,OneHanded,Straight,Open
F_02_13,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_11,Body,SymmetricalOrAlternating,Straight,Open
F_03_61,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_3,Neutral,OneHanded,Circular,Open
D_02_032,,,,Open
K_02_101,Neutral,SymmetricalOrAlternating,Curved,Open
D_01_056,Neutral,SymmetricalOrAlternating,None,Open
E_03_18,Head,OneHanded,Straight,Closed
J_02_101,Head,OneHanded,Straight,Open
D_02_049,Hand,AsymmetricalSameHandshape,Straight,Open
G_02_11,Neutral,AsymmetricalSameHandshape,Straight,Open
D_01_054,Body,OneHanded,Straight,Open
K_03_124,Head,OneHanded,None,Closed
J_03_075,Hand,AsymmetricalSameHandshape,Straight,Open
G_02_16,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_102,Neutral,OneHanded,Curved,Open
C_01_087,Hand,AsymmetricalDifferentHandshape,Straight,Open
K_01_070,Hand,AsymmetricalDifferentHandshape,None,Open
F_02_45,Head,SymmetricalOrAlternating,Straight,Closed
K_03_101,Arm,OneHanded,Straight,Open
C_03_025,Neutral,SymmetricalOrAlternating,None,Open
G_02_58,Neutral,SymmetricalOrAlternating,Other,Closed
J_01_103,Neutral,SymmetricalOrAlternating,Straight,Closed
E_01_30,Hand,AsymmetricalSameHandshape,Circular,Open
F_01_73,Neutral,OneHanded,Straight,Open
B_01_065,Hand,AsymmetricalSameHandshape,Straight,Open
J_03_053,,,,Closed
E_01_4,,,,Closed
D_03_074,Neutral,AsymmetricalDifferentHandshape,Curved,Open
D_02_061,Hand,AsymmetricalSameHandshape,Straight,Closed
H_02_38,Neutral,OneHanded,Curved,Open
E_02_34,Head,OneHanded,None,Open
G_03_56,,,,Open
J_03_065,Hand,AsymmetricalSameHandshape,Straight,Open
B_03_052,Head,OneHanded,Straight,Closed
G_02_91,Hand,AsymmetricalSameHandshape,Circular,Open
K_03_094,Hand,AsymmetricalSameHandshape,Straight,Open
D_03_061,Body,OneHanded,None,Closed
D_02_076,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_91,Neutral,SymmetricalOrAlternating,Straight,Closed
D_01_018,Neutral,OneHanded,None,Open
C_01_073,Neutral,OneHanded,Circular,Open
J_01_110,Neutral,SymmetricalOrAlternating,Circular,Open
J_02_067,Neutral,SymmetricalOrAlternating,Circular,Open
B_01_005,Neutral,SymmetricalOrAlternating,Straight,Open
D_03_040,Head,OneHanded,Circular,Closed
C_01_067,Neutral,OneHanded,Straight,Open
A_02_034,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_23,Arm,OneHanded,None,Closed
E_03_98,Neutral,SymmetricalOrAlternating,Straight,Closed
H_01_22,Neutral,SymmetricalOrAlternating,Straight,Closed
B_02_074,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_85,Hand,AsymmetricalDifferentHandshape,None,Open
G_03_94,Head,SymmetricalOrAlternating,Curved,Closed
A_03_008,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_036,Neutral,OneHanded,Straight,Open
F_02_49,Neutral,SymmetricalOrAlternating,None,Open
G_03_44,Hand,AsymmetricalSameHandshape,None,Open
H_01_14,Neutral,SymmetricalOrAlternating,Straight,Open
B_02_066,Neutral,SymmetricalOrAlternating,Straight,Closed
F_03_6,Body,OneHanded,Straight,Open
H_01_97,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_02_103,Neutral,OneHanded,None,Open
G_03_82,Neutral,OneHanded,None,Open
E_03_49,Head,SymmetricalOrAlternating,None,Open
F_01_33,Neutral,OneHanded,None,Open
B_03_033,Neutral,OneHanded,None,Closed
H_01_104,Neutral,OneHanded,Straight,Open
E_02_14,Neutral,SymmetricalOrAlternating,Straight,Open
C_03_046,,,,Open
F_03_75,Neutral,SymmetricalOrAlternating,Straight,Open
C_01_007,Neutral,OneHanded,Circular,Closed
F_02_59,Hand,AsymmetricalSameHandshape,Straight,Open
A_03_039,Neutral,SymmetricalOrAlternating,Straight,Closed
A_02_005,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_014,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_020,Neutral,SymmetricalOrAlternating,Other,Open
K_02_100,Hand,AsymmetricalDifferentHandshape,Curved,Open
K_02_107,Hand,AsymmetricalDifferentHandshape,Curved,Open
F_03_84,Neutral,SymmetricalOrAlternating,Straight,Open
F_02_68,Head,SymmetricalOrAlternating,None,Open
G_03_46,Neutral,SymmetricalOrAlternating,Straight,Open
D_01_093,,,,Closed
G_03_58,Neutral,AsymmetricalSameHandshape,Straight,Open
F_02_101,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_084,Neutral,OneHanded,Curved,Open
K_01_057,Neutral,OneHanded,None,Open
C_01_077,Neutral,SymmetricalOrAlternating,Straight,Open
C_03_067,Neutral,SymmetricalOrAlternating,Straight,Open
D_03_072,Head,OneHanded,Straight,Open
K_02_050,Head,OneHanded,None,Closed
K_03_003,Head,OneHanded,None,Closed
G_02_9,Hand,AsymmetricalDifferentHandshape,None,Open
A_01_085,,,,Open
D_03_010,Neutral,SymmetricalOrAlternating,Straight,Closed
E_02_57,Hand,AsymmetricalSameHandshape,Straight,Closed
F_01_51,Neutral,OneHanded,Straight,Open
H_02_24,Head,OneHanded,Straight,Open
K_01_115,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_02_087,Hand,AsymmetricalSameHandshape,Straight,Open
A_02_026,Hand,AsymmetricalSameHandshape,Straight,Open
A_02_024,Head,OneHanded,None,Closed
D_02_009,Neutral,OneHanded,None,Open
B_02_036,Head,OneHanded,None,Open
C_02_027,Head,OneHanded,None,Open
H_01_89,Head,SymmetricalOrAlternating,None,Open
G_02_1,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
E_02_10,Neutral,AsymmetricalSameHandshape,Straight,Closed
G_02_103,,,,Open
F_03_40,,,,Closed
A_01_004,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_89,Hand,AsymmetricalSameHandshape,Circular,Open
G_01_88,Arm,OneHanded,None,Open
G_01_65,Hand,AsymmetricalSameHandshape,Straight,Open
F_01_3,Hand,AsymmetricalSameHandshape,Straight,Open
J_01_050,,,,Closed
E_03_33,Hand,AsymmetricalDifferentHandshape,Circular,Closed
G_02_41,,,,Closed
G_02_25,Hand,AsymmetricalDifferentHandshape,None,Open
C_02_060,,,,Closed
G_01_72,Hand,AsymmetricalSameHandshape,Straight,Open
B_03_063,Head,OneHanded,Straight,Open
A_03_003,Hand,AsymmetricalSameHandshape,Straight,Closed
D_02_085,Head,SymmetricalOrAlternating,None,Open
B_02_026,Arm,OneHanded,Straight,Closed
A_01_009,Hand,AsymmetricalSameHandshape,Curved,Open
D_01_082,Hand,AsymmetricalSameHandshape,None,Open
G_03_20,,,,Open
E_02_32,Hand,AsymmetricalDifferentHandshape,Straight,Closed
G_02_40,Hand,AsymmetricalDifferentHandshape,None,Closed
D_02_066,Neutral,SymmetricalOrAlternating,Straight,Open
E_03_88,Hand,AsymmetricalSameHandshape,None,Open
A_03_007,Neutral,SymmetricalOrAlternating,Straight,Open
B_01_042,Head,OneHanded,Straight,Open
E_02_41,Head,OneHanded,Straight,Open
D_02_028,Neutral,SymmetricalOrAlternating,None,Open
C_01_031,Hand,AsymmetricalDifferentHandshape,None,Open
E_02_21,Hand,AsymmetricalDifferentHandshape,Curved,Closed
H_01_4,,,,Closed
F_02_16,Neutral,SymmetricalOrAlternating,None,Open
G_03_29,Neutral,OneHanded,Straight,Open
D_02_007,Neutral,SymmetricalOrAlternating,Straight,Closed
G_02_81,Neutral,OneHanded,None,Open
D_02_019,Hand,AsymmetricalDifferentHandshape,None,Open
F_02_82,Hand,AsymmetricalSameHandshape,None,Open
C_01_040,Body,OneHanded,None,Open
J_02_83,Neutral,AsymmetricalSameHandshape,Straight,Open
A_03_030,Neutral,SymmetricalOrAlternating,Straight,Open
J_03_012,Hand,AsymmetricalSameHandshape,None,Closed
J_01_034,Neutral,SymmetricalOrAlternating,Curved,Open
C_01_015,Neutral,SymmetricalOrAlternating,Straight,Closed
H_03_53,Hand,OneHanded,Straight,Open
A_01_055,Neutral,SymmetricalOrAlternating,Straight,Open
J_03_083,Neutral,AsymmetricalDifferentHandshape,Curved,Closed
G_02_76,Body,OneHanded,Straight,Closed
E_01_82,Hand,AsymmetricalSameHandshape,Straight,Open
G_01_60,Neutral,OneHanded,None,Closed
J_03_002,Hand,AsymmetricalDifferentHandshape,Circular,Open
G_03_76,Neutral,SymmetricalOrAlternating,BackAndForth,Open
E_01_27,,,,Open
A_01_063,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_80,,,,Open
H_02_43,Body,AsymmetricalDifferentHandshape,Curved,Closed
J_02_090,,,,Open
A_01_058,Body,SymmetricalOrAlternating,Straight,Open
A_03_082,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_03_044,Head,OneHanded,None,Open
G_02_2,,,,Open
B_01_060,Arm,OneHanded,Straight,Open
F_03_36,Hand,AsymmetricalSameHandshape,Straight,Open
B_01_089,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_77,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_02_053,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_02_107,Neutral,OneHanded,Straight,Open
E_01_51,Neutral,SymmetricalOrAlternating,Straight,Open
A_02_042,Hand,AsymmetricalDifferentHandshape,None,Open
A_02_019,Head,SymmetricalOrAlternating,Straight,Open
H_03_56,,,,Open
E_02_85,,,,Closed
E_02_84,Neutral,AsymmetricalDifferentHandshape,Straight,Open
E_03_102,,,,Closed
E_03_79,Hand,AsymmetricalSameHandshape,Straight,Open
G_03_62,Neutral,SymmetricalOrAlternating,Straight,Open
A_02_029,Neutral,SymmetricalOrAlternating,None,Open
D_01_019,Neutral,OneHanded,Straight,Open
F_01_58,Hand,AsymmetricalDifferentHandshape,Curved,Closed
J_01_054,,,,Closed
A_01_071,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_03_010,Neutral,SymmetricalOrAlternating,Straight,Open
H_02_79,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_03_30,Head,SymmetricalOrAlternating,Curved,Open
G_01_1,Hand,AsymmetricalSameHandshape,Curved,Open
C_02_014,Hand,AsymmetricalSameHandshape,None,Open
D_03_088,Hand,AsymmetricalSameHandshape,BackAndForth,Open
A_03_035,Neutral,SymmetricalOrAlternating,BackAndForth,Open
J_02_038,Neutral,OneHanded,Circular,Open
H_03_34,Arm,OneHanded,Straight,Open
A_01_024,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_001,Hand,AsymmetricalDifferentHandshape,Straight,Closed
A_01_020,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_059,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_03_97,,,,Open
J_03_105,Neutral,OneHanded,Straight,Closed
A_01_028,Body,SymmetricalOrAlternating,Straight,Open
D_01_023,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_031,Neutral,SymmetricalOrAlternating,Straight,Open
D_03_091,Neutral,OneHanded,None,Closed
D_03_050,Hand,AsymmetricalSameHandshape,None,Open
F_03_26,Neutral,OneHanded,None,Open
A_01_057,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_73,Neutral,SymmetricalOrAlternating,Straight,Open
E_03_5,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_69,,,,Open
B_02_086,Arm,OneHanded,None,Open
J_02_085,Neutral,SymmetricalOrAlternating,Straight,Open
A_02_037,Head,AsymmetricalSameHandshape,None,Closed
G_01_2,Neutral,OneHanded,Straight,Open
C_01_071,,,,Open
C_03_063,Hand,AsymmetricalSameHandshape,None,Closed
J_02_060,Neutral,SymmetricalOrAlternating,Circular,Open
D_02_041,Neutral,SymmetricalOrAlternating,Straight,Open
D_03_028,Body,OneHanded,None,Open
E_01_61,Body,SymmetricalOrAlternating,Straight,Open
A_02_012,Head,OneHanded,None,Open
J_02_001,Neutral,SymmetricalOrAlternating,None,Open
J_02_010,Neutral,SymmetricalOrAlternating,Straight,Open
A_02_007,Neutral,SymmetricalOrAlternating,Straight,Open
F_02_42,Body,SymmetricalOrAlternating,Straight,Closed
E_01_18,Body,SymmetricalOrAlternating,Curved,Open
F_01_9,Body,OneHanded,Straight,Open
A_02_033,Neutral,SymmetricalOrAlternating,Straight,Open
F_02_97,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
G_03_32,Neutral,OneHanded,Straight,Open
D_01_047,Body,OneHanded,Straight,Open
F_02_87,Hand,AsymmetricalSameHandshape,Straight,Open
G_02_15,Head,SymmetricalOrAlternating,Straight,Closed
G_03_79,Hand,AsymmetricalSameHandshape,Circular,Open
D_02_054,Head,AsymmetricalSameHandshape,Circular,Closed
G_01_39,Hand,AsymmetricalDifferentHandshape,Straight,Closed
J_01_090,Hand,AsymmetricalDifferentHandshape,Straight,Closed
G_01_51,Hand,AsymmetricalDifferentHandshape,Straight,Closed
B_02_045,,,,Closed
F_01_26,Hand,AsymmetricalSameHandshape,Straight,Closed
D_02_087,Hand,AsymmetricalDifferentHandshape,Curved,Closed
E_03_68,Hand,AsymmetricalSameHandshape,BackAndForth,Closed
G_01_35,,,,Open
C_02_038,,,,Closed
J_03_079,,,,Open
J_02_003,,,,Closed
E_02_61,Hand,AsymmetricalDifferentHandshape,Straight,Closed
J_01_097,Neutral,SymmetricalOrAlternating,Straight,Open
G_02_89,,,,Closed
A_01_061,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_22,Neutral,AsymmetricalSameHandshape,None,Closed
J_02_043,Head,OneHanded,None,Open
H_02_34,Head,OneHanded,Straight,Open
D_03_025,Hand,AsymmetricalSameHandshape,None,Open
J_01_095,Neutral,OneHanded,Straight,Open
H_03_21,Neutral,SymmetricalOrAlternating,Straight,Open
C_02_028,Body,OneHanded,Straight,Open
J_02_055,,,,Closed
E_03_42,,,,Open
B_02_024,,,,Open
H_02_70,,,,Closed
D_02_032,,,,Open
D_01_056,Neutral,SymmetricalOrAlternating,None,Open
E_01_4,,,,Closed
E_02_34,Body,OneHanded,None,Open
G_03_56,,,,Closed
J_03_065,Hand,AsymmetricalSameHandshape,Straight,Open
D_03_061,Body,OneHanded,None,Closed
F_02_49,Neutral,SymmetricalOrAlternating,None,Open
K_02_100,Neutral,SymmetricalOrAlternating,Other,Open
K_02_107,Hand,AsymmetricalDifferentHandshape,Straight,Open
D_01_093,,,,Closed
K_02_050,Hand,AsymmetricalDifferentHandshape,None,Closed
K_03_003,Hand,AsymmetricalDifferentHandshape,None,Closed
A_02_024,Head,OneHanded,None,Closed
B_02_036,Head,OneHanded,None,Open
C_02_027,Head,OneHanded,None,Open
H_01_89,Head,SymmetricalOrAlternating,None,Open
G_02_103,,,,Open
G_02_41,,,,Closed
G_03_20,,,,Closed
F_02_16,Neutral,SymmetricalOrAlternating,None,Open
F_02_82,Head,OneHanded,None,Open
E_01_27,,,,Open
E_01_51,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_85,,,,Closed
E_02_84,Neutral,AsymmetricalDifferentHandshape,Straight,Open
A_02_029,Neutral,SymmetricalOrAlternating,Circular,Open
G_03_73,Head,OneHanded,None,Open
E_03_5,Body,SymmetricalOrAlternating,Straight,Open
D_03_028,Body,OneHanded,None,Open
A_02_012,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_35,,,,Open
G_02_89,,,,Open
E_03_42,,,,Open
H_02_70,,,,Closed
D_02_032,,,,
G_03_56,,,,Open
J_03_065,Hand,AsymmetricalSameHandshape,Straight,Open
H_01_89,Head,SymmetricalOrAlternating,None,Open
G_02_103,,,,Open
F_02_82,Body,OneHanded,None,Open
E_02_85,,,,Open
E_02_84,Neutral,AsymmetricalDifferentHandshape,Straight,Open
G_03_73,Body,OneHanded,None,Open
G_02_89,,,,Open
H_02_70,,,,Open
G_03_56,,,,Closed
J_03_065,,,,Closed
H_01_89,,,,Closed
G_02_103,,,,Open
E_02_85,,,,Closed
E_02_84,,,,Closed
G_02_89,,,,Closed
H_02_70,,,,
D_02_032,,,,Closed
G_03_56,,,,Closed
J_03_065,,,,Closed
H_01_89,,,,Closed
G_02_103,,,,Open
E_02_85,,,,Closed
E_02_84,,,,Closed
G_02_89,,,,Closed
